problem,sample_id,c1_ls,c2_ls,z1,z2,status,iterations,f_eval,g_eval,cpu_sec,grad_inf,converged,J,J_star,rel_dev
P1_quad_10_10,0,0.09900631571523373,0.4525105397065552,0.8503273900212535,0.4524153704474501,ok,1,2,3,0.00014070000179344788,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,1,0.057966705129624894,0.5868325443606,0.8008518062427256,0.5870065574755511,ok,1,2,3,0.00011150000500492752,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,2,0.07574408101165149,0.4609871096658935,0.8255742635442932,0.4609089275209354,ok,1,2,3,0.00011430000449763611,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,3,0.051727969744949615,0.4934714809984372,0.7903275462127239,0.4934583977940252,ok,1,2,3,0.00010339999425923452,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,4,0.019406057213786583,0.5178298771552319,0.6997144702814871,0.5178656083719758,ok,1,2,3,0.00010060000204248354,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,5,0.04497961891598602,0.5540643683607241,0.7774077655827595,0.5541727137883008,ok,1,2,3,9.96999951894395e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,6,0.02990407910426662,0.5170441197885763,0.7396792126048417,0.5170782763412588,ok,1,2,3,9.950000094249845e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,7,0.024203262336828676,0.47661782883745435,0.7201309872124323,0.4765709707790124,ok,1,2,3,0.00010019999899668619,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,8,0.06654936095546896,0.4039807728231699,0.8136131718146956,0.4037883495222143,ok,1,2,3,9.790000331122428e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,9,0.11714550070133782,0.4945438902283578,0.8658760556487419,0.4945329561406391,ok,1,2,3,9.639999916544184e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,10,0.0653966623177315,0.539132637970492,0.8119982847440295,0.5392110600906734,ok,1,2,3,9.90999978967011e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,11,0.11292917261209989,0.521292451971417,0.862488192626589,0.5213351222158488,ok,1,2,3,9.750000026542693e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,12,0.04079418046661182,0.498239033151557,0.7683807748243195,0.4982355041598767,ok,1,2,3,9.800000407267362e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,13,0.09491422310647428,0.46611461334186177,0.8464261941709564,0.4660467067553725,ok,1,2,3,9.770000178832561e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,14,0.021266469287416333,0.4929869577875202,0.708175491683775,0.49297290359470963,ok,1,2,3,9.73999995039776e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,15,0.05059896559803353,0.5703396960176714,0.7882879940003145,0.5704806573323361,ok,1,2,3,9.680000221123919e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,16,0.052123972966310154,0.5101362750620888,0.7910323980446714,0.5101565882385659,ok,1,2,3,9.62999984039925e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,17,0.06581830134703955,0.5790559285833109,0.8125922630307547,0.5792143572979067,ok,1,2,3,9.639999916544184e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,18,0.09650268816982942,0.5014233168353247,0.8479601715911934,0.501426169173672,ok,1,2,3,0.00014480000390904024,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,19,0.08725703524949883,0.5750286007110439,0.8386519703575044,0.5751789586283005,ok,1,2,3,0.00010180000390391797,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,20,0.07525111237883934,0.4647378192619143,0.8249707745686365,0.4646671535690524,ok,1,2,3,9.649999992689118e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,21,0.0778544275212228,0.44161133853459295,0.828114099900153,0.4414943271889709,ok,1,2,3,9.560000034980476e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,22,0.04781302972200445,0.4202843173251242,0.7830537885304076,0.4201245664580403,ok,1,2,3,9.620000491850078e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,23,0.03643824667553761,0.4922826705357694,0.7579442874220433,0.49226720494566073,ok,1,2,3,9.359999967273325e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,24,0.08515882332405016,0.4485704589026077,0.8364023708063997,0.44846739368998767,ok,1,2,3,9.359999967273325e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,25,0.02941696609729223,0.4652976710493074,0.738161315517351,0.4652281273039153,ok,1,2,3,9.399999544257298e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,26,0.04091972690008428,0.5157617233765834,0.7686647761568762,0.5157933099965766,ok,1,2,3,9.370000043418258e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,27,0.07172651306103975,0.5459313629061198,0.8205372059919179,0.546023409725571,ok,1,2,3,9.560000034980476e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,28,0.024574985371143415,0.5619544700080721,0.7215396703642092,0.5620786272625973,ok,1,2,3,9.88000028883107e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,29,0.0202510871417215,0.44710012250896636,0.7036538516764526,0.4469941107304272,ok,1,2,3,9.529999806545675e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,30,0.02900399971843576,0.440812826175248,0.7368546487941459,0.4406942146044569,ok,1,2,3,9.660000068834051e-05,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,31,0.08405876897299218,0.5666438828011834,0.8352006975831834,0.5667774376765364,ok,1,2,3,0.00017520000255899504,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,32,0.05240840279414993,0.5660810907762304,0.791535362186285,0.566213517811854,ok,1,2,3,0.0001419000036548823,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,33,0.0878470886908914,0.5361474504689138,0.8392748559007178,0.5362198902494126,ok,1,2,3,0.0003620999996201135,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,34,0.06306683616231323,0.5958175106640643,0.8086455204081039,0.5960095297235113,ok,1,2,3,0.00029659999563591555,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,35,0.03793069533086571,0.5777269233259619,0.7616543201578265,0.5778826887033686,ok,1,2,3,0.00016980000509647653,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,36,0.02942772913128762,0.42053183019931123,0.7381951250395435,0.42037257535001127,ok,1,2,3,0.0003771999981836416,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,37,0.06235282274676867,0.4700639491587789,0.8075931779750106,0.47000395707292475,ok,1,2,3,0.0003313999986858107,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,38,0.11885223136370965,0.44492519043855605,0.867212886215856,0.4448148200787135,ok,1,2,3,0.0002266000010422431,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,39,0.08232718103647314,0.5596545952820615,0.8332769184275385,0.5597741435692,ok,1,2,3,0.00013640000543091446,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,40,0.07661718608545788,0.4808384628360299,0.8266335375730677,0.48080006296195377,ok,1,2,3,0.00011359999916749075,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,41,0.07023657781436005,0.5672202770648901,0.8185971264834488,0.567354987038968,ok,1,2,3,0.00029910000012023374,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,42,0.026346353230419856,0.4271107839881977,0.7279724082164449,0.42696471341502773,ok,1,2,3,0.00018899999849963933,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,43,0.02793571910006512,0.5528315915590618,0.7333862212226976,0.5529374664920459,ok,1,2,3,0.00013970000145491213,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,44,0.05234186875237395,0.5638381157910384,0.7914179534424003,0.563966047886812,ok,1,2,3,0.0001227000029757619,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,45,0.058114448815036586,0.4863389831106598,0.8010870721947904,0.48631160632330644,ok,1,2,3,0.00011860000086016953,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,46,0.024654186889111716,0.4798751546991843,0.7218370580495361,0.47983482434788005,ok,1,2,3,0.00011670000094454736,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,47,0.050256272185083634,0.4433560498630083,0.7876599058430807,0.4432425349328741,ok,1,2,3,0.00011539999832166359,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,48,0.04437807368022302,0.5113981739425072,0.7761633812328902,0.5114210159744561,ok,1,2,3,0.00011449999874457717,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,49,0.05722910704613415,0.5121302067609966,0.7996682179574552,0.5121545157925818,ok,1,2,3,0.00011529999756021425,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,50,0.02791848935895435,0.4178798434907286,0.7333292002661671,0.4177152740388062,ok,1,2,3,0.00021359999664127827,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,51,0.02482508595293256,0.4902945648912985,0.7224755122321038,0.4902751151215416,ok,1,2,3,0.0005677000008290634,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,52,0.028445947798449302,0.5773738160160116,0.7350590460327082,0.5775288737635387,ok,1,2,3,0.00012730000162264332,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,53,0.035715458540174876,0.4298836987380625,0.7560925536864279,0.429743185108279,ok,1,2,3,0.00010650000331224874,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,54,0.026354087227937844,0.49287747971214074,0.7279995351947931,0.4928632061243895,ok,1,2,3,0.0001016000023810193,5.329070518200751e-15,True,2.0,2.0,0.0
P1_quad_10_10,55,0.11089137869800977,0.4528409877170195,0.8608051933300187,0.4527464806783763,ok,1,2,3,9.970000246539712e-05,5.329070518200751e-15,True,2.0,2.0,0.0
