problem,sample_id,c1_ls,c2_ls,z1,z2,status,iterations,f_eval,g_eval,cpu_sec,grad_inf,converged,J,J_star,rel_dev
P1_quad_10_10,58,0.0489010375098488,0.16355960697758262,0.7851333526357163,0.16288537773304873,ok,41,138,139,0.00283099999796832,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,59,0.05223128376610679,0.08504510850975033,0.7912224799988455,0.08421353558091216,ok,41,138,139,0.0028116000030422583,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,60,0.09981177292008028,0.14627544389203365,0.8510762499401003,0.1455665770461259,ok,38,127,128,0.002522700000554323,3.561390826567479e-05,True,127.0,127.0,0.0
P1_quad_10_10,61,0.05436991781095944,0.11515045866524436,0.7949313728430041,0.11437921709944324,ok,41,138,139,0.003159400002914481,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,62,0.07687656301339661,0.17227151312954805,0.826945895617983,0.1716147426147776,ok,39,131,132,0.003144900001643691,3.3397378062183236e-05,True,131.0,127.0,0.031496062992125984
P1_quad_10_10,63,0.08743266139774653,0.19432049693567552,0.8388378079910699,0.19370791276119792,ok,38,127,128,0.0033632999984547496,3.561390826567479e-05,True,127.0,127.0,0.0
P1_quad_10_10,64,0.13739907527112605,0.1725288129569946,0.8806150722410497,0.1718725580731409,ok,40,134,135,0.002969599998323247,3.005282062451542e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,65,0.05373080630924436,0.15947680353546817,0.7938385123545502,0.1587943923201084,ok,41,138,139,0.002894700002798345,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,66,0.07540333418442022,0.09702340935015148,0.8251575443870993,0.0962158410322159,ok,41,138,139,0.0031061999980011024,2.8175733275404014e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,67,0.1393732181293456,0.18092590292148536,0.8819335565450227,0.18028647587323182,ok,40,134,135,0.002917199999501463,3.005282062451542e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,68,0.057463773581621636,0.08841333329540006,0.8000464226746221,0.08758851031603213,ok,41,138,139,0.0029481000019586645,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,69,0.1154810572998136,0.13241375049222476,0.8645534548443935,0.13167710470162802,ok,40,134,135,0.0027487999977893196,3.0052820624626442e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,70,0.046590312370869746,0.15391386010623728,0.7806595102453163,0.15322030070765258,ok,41,138,139,0.0033815999995567836,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,71,0.14004747796678899,0.1732328611179955,0.8823796041363098,0.1725780171523001,ok,40,134,135,0.002754000001004897,3.005282062451542e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,72,0.04171768145214316,0.12881185014415833,0.7704497283991149,0.1280679861163911,ok,41,138,139,0.0032831999997142702,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,73,0.05528532158092534,0.12964422532498224,0.7964745117898346,0.12890202938374973,ok,41,138,139,0.0031159999998635612,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,74,0.05400865510777213,0.14772689489300928,0.7943152136366456,0.14702093676654235,ok,41,138,139,0.002843000002030749,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,75,0.04499223684700727,0.16218109735030772,0.7774336890511974,0.16150410556143058,ok,41,138,139,0.0032235999969998375,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,76,0.11665394565160472,0.130558354142788,0.8654874215009738,0.12981799012303405,ok,40,134,135,0.0027285000032861717,3.0052820624626442e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,77,0.045650170726540255,0.12506332855274388,0.7787754343418728,0.1243119524576592,ok,41,138,139,0.0032688000064808875,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,78,0.1393650708727633,0.18049190790466824,0.8819281536516305,0.17985161112692208,ok,40,134,135,0.0027189000029466115,3.005282062451542e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,79,0.12234876543477727,0.19341432712689452,0.8698926759846968,0.19279992698085624,ok,40,134,135,0.00264650000463007,3.0052820624626442e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,80,0.07858014861379017,0.15168725312712933,0.8289716346851553,0.15098923159030994,ok,39,131,132,0.002962499995192047,3.3397378062183236e-05,True,131.0,127.0,0.031496062992125984
P1_quad_10_10,81,0.041001597875756635,0.12361277467276424,0.7688495092823264,0.12285849165607639,ok,41,138,139,0.0029995000004419126,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,82,0.06487355477024802,0.13059230441120237,0.8112560183168187,0.1298520084280585,ok,41,138,139,0.002891500000259839,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,83,0.08133210093726961,0.09961983047464441,0.8321530010518603,0.09881746540545533,ok,38,127,128,0.0027659999977913685,3.561390826567479e-05,True,127.0,127.0,0.0
P1_quad_10_10,84,0.11729690482349121,0.1313325000469845,0.8659954306049412,0.13059368742182814,ok,40,134,135,0.002811500002280809,3.0052820624626442e-05,True,134.0,127.0,0.05511811023622047
P1_quad_10_10,85,0.03646571199320154,0.10915060669914725,0.7580139252425275,0.10836734138191108,ok,41,138,139,0.0028189999939058907,2.8175733275404014e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,86,0.057122673591331774,0.09133202016839903,0.7994961710036961,0.09051304626092087,ok,41,138,139,0.0040648000067449175,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,87,0.05584302717069556,0.09461861420872958,0.7974021858575128,0.09380622666205368,ok,41,138,139,0.003221099999791477,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
P1_quad_10_10,88,0.04292393254411056,0.08215455626101495,0.7730842078885034,0.08131719064229954,ok,41,138,139,0.0030284000022220425,4.367857212450588e-05,True,138.0,127.0,0.08661417322834646
