problem,method,c1_ls,c2_ls,status,iterations,f_eval,g_eval,h_eval,cpu_sec,f_final,grad_inf,error
P3_quad_1000_10,DFPW,0.001,0.5,ok,43,68,69,0,0.5601425000004383,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.001,0.6,ok,43,68,69,0,0.5762457999990147,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.001,0.7,ok,43,68,69,0,0.5866145999989385,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.001,0.8,ok,43,68,69,0,0.5731544000009308,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.001,0.9,ok,43,68,69,0,0.5693809999993391,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.001,0.99,ok,43,68,69,0,0.571754200000214,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.1,ok,43,68,69,0,0.5772808999990957,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.2,ok,43,68,69,0,0.5794212000000698,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.3,ok,43,68,69,0,0.5752601000003779,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.4,ok,43,68,69,0,0.5632777999999234,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.5,ok,43,68,69,0,0.5808542000013404,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.6,ok,43,68,69,0,0.5580871000001935,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.7,ok,43,68,69,0,0.558012299999973,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.8,ok,43,68,69,0,0.5651146000000153,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.9,ok,43,68,69,0,0.5771745000001829,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.005,0.99,ok,43,68,69,0,0.567765199999485,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.1,ok,43,68,69,0,0.5587112000011984,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.2,ok,43,68,69,0,0.5596371000010549,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.3,ok,43,68,69,0,0.5601791000008234,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.4,ok,43,68,69,0,0.5610634000004211,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.5,ok,43,68,69,0,0.5676206999996793,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.6,ok,43,68,69,0,0.5832602000009501,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.7,ok,43,68,69,0,0.5696874999994179,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.8,ok,43,68,69,0,0.5696121999990282,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.9,ok,43,68,69,0,0.5597322000012355,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.01,0.99,ok,43,68,69,0,0.5570466999997734,-6496.166773573976,8.082503736339675e-05,
P3_quad_1000_10,DFPW,0.05,0.1,ok,29,60,61,0,0.38571759999831556,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.2,ok,29,60,61,0,0.38145019999865326,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.3,ok,29,60,61,0,0.39630209999995714,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.4,ok,29,60,61,0,0.39152869999998074,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.5,ok,29,60,61,0,0.39462450000064564,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.6,ok,29,60,61,0,0.38864730000022973,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.7,ok,29,60,61,0,0.38104529999873193,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.8,ok,29,60,61,0,0.3814775000009831,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.9,ok,29,60,61,0,0.38805890000003274,-6496.166773611768,6.312806257513515e-05,
P3_quad_1000_10,DFPW,0.05,0.99,ok,29,60,61,0,0.39147090000005846,-6496.166773611768,6.312806257513515e-05,
P4_quad_1000_1000,GradientDescentW,1e-05,0.1,ok,1000,9963,9964,0,2.68697819999943,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.2,ok,1000,9963,9964,0,2.6337560000010853,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.3,ok,1000,9963,9964,0,2.701473300001453,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.4,ok,1000,9963,9964,0,2.6847045999984402,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.5,ok,1000,9963,9964,0,2.7011810000003607,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.6,ok,1000,9963,9964,0,2.673453299999892,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.7,ok,1000,9963,9964,0,2.6484325000001263,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.8,ok,1000,9963,9964,0,2.922285799999372,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.9,ok,1000,9963,9964,0,3.1320064999999886,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,1e-05,0.99,ok,1000,9963,9964,0,3.1243699000006018,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.1,ok,1000,9963,9964,0,3.124450799999977,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.2,ok,1000,9963,9964,0,3.204718999999386,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.3,ok,1000,9963,9964,0,3.1839970000000903,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.4,ok,1000,9963,9964,0,2.957995299999311,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.5,ok,1000,9963,9964,0,2.902743000000555,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.6,ok,1000,9963,9964,0,2.93884799999978,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.7,ok,1000,9963,9964,0,2.9184387999994215,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.8,ok,1000,9963,9964,0,2.9050877999998193,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.9,ok,1000,9963,9964,0,2.900952199999665,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,5e-05,0.99,ok,1000,9963,9964,0,2.916127599999527,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.1,ok,1000,9963,9964,0,2.9274606999988464,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.2,ok,1000,9963,9964,0,2.9174917000000278,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.3,ok,1000,9963,9964,0,2.9554502999999386,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.4,ok,1000,9963,9964,0,2.9485939999995026,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.5,ok,1000,9963,9964,0,3.386580000000322,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.6,ok,1000,9963,9964,0,3.459023299999899,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.7,ok,1000,9963,9964,0,3.056443199999194,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.8,ok,1000,9963,9964,0,2.907404999999926,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.9,ok,1000,9963,9964,0,3.104485300000306,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0001,0.99,ok,1000,9963,9964,0,2.9527672000003804,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.1,ok,1000,9963,9964,0,2.889846199999738,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.2,ok,1000,9963,9964,0,2.940529499999684,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.3,ok,1000,9963,9964,0,2.914592699999048,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.4,ok,1000,9963,9964,0,3.0777369999996154,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.5,ok,1000,9963,9964,0,2.9274033999990934,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.6,ok,1000,9963,9964,0,2.9061871000012616,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.7,ok,1000,9963,9964,0,2.963161100000434,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.8,ok,1000,9963,9964,0,3.12434790000043,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.9,ok,1000,9963,9964,0,3.032040700001744,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.0005,0.99,ok,1000,9963,9964,0,2.9056892000007792,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.1,ok,1000,9963,9964,0,2.8794066999998904,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.2,ok,1000,9963,9964,0,2.889868500000375,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.3,ok,1000,9963,9964,0,2.9587866999991093,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.4,ok,1000,9963,9964,0,2.9401853999988816,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.5,ok,1000,9963,9964,0,2.955024400000184,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.6,ok,1000,9963,9964,0,2.9937892999987525,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.7,ok,1000,9963,9964,0,2.9076807999990706,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.8,ok,1000,9963,9964,0,2.9608830000015587,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.9,ok,1000,9963,9964,0,2.933375199998409,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.001,0.99,ok,1000,9963,9964,0,3.1227020999995148,-2321.666060914056,1.2406555677660887,
P4_quad_1000_1000,GradientDescentW,0.005,0.1,ok,1000,9963,9964,0,2.9323170999996364,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.2,ok,1000,9963,9964,0,2.9484127999985503,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.3,ok,1000,9963,9964,0,2.932622399999673,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.4,ok,1000,9963,9964,0,2.937783800000034,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.5,ok,1000,9963,9964,0,2.9454885000013746,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.6,ok,1000,9963,9964,0,2.965395200000785,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.7,ok,1000,9963,9964,0,3.008233200000177,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.8,ok,1000,9963,9964,0,2.9203914999998233,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.9,ok,1000,9963,9964,0,3.1608518000011827,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.005,0.99,ok,1000,9963,9964,0,2.9597178000003623,-2321.6660609140504,1.240655567766046,
P4_quad_1000_1000,GradientDescentW,0.01,0.1,ok,1000,9963,9964,0,2.9789221999999427,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.2,ok,1000,9963,9964,0,3.072686399998929,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.3,ok,1000,9963,9964,0,2.985012999999526,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.4,ok,1000,9963,9964,0,2.9739067000009527,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.5,ok,1000,9963,9964,0,2.995446000000811,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.6,ok,1000,9963,9964,0,3.0373269000010623,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.7,ok,1000,9963,9964,0,2.9445639999994455,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.8,ok,1000,9963,9964,0,2.963809400000173,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.9,ok,1000,9963,9964,0,3.0031039000004967,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.01,0.99,ok,1000,9963,9964,0,3.0033530999990035,-2321.6660609140527,1.2406555677660602,
P4_quad_1000_1000,GradientDescentW,0.05,0.1,ok,1000,9963,9964,0,3.1670076999998855,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.2,ok,1000,9963,9964,0,2.954180199998518,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.3,ok,1000,9963,9964,0,2.9885049000004074,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.4,ok,1000,9963,9964,0,2.986190899999201,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.5,ok,1000,9963,9964,0,3.020599999999831,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.6,ok,1000,9963,9964,0,2.994624599999952,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.7,ok,1000,9963,9964,0,3.015288300000975,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.8,ok,1000,9963,9964,0,3.003084400001171,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.9,ok,1000,9963,9964,0,3.0397785999994085,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,GradientDescentW,0.05,0.99,ok,1000,9963,9964,0,2.9935881000001245,-2321.6660609140517,1.2406555677666002,
P4_quad_1000_1000,NewtonW,1e-05,0.1,ok,1,2,3,1,0.03249870000036026,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.2,ok,1,2,3,1,0.030987599999207305,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.3,ok,1,2,3,1,0.031340999999883934,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.4,ok,1,2,3,1,0.03193450000071607,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.5,ok,1,2,3,1,0.029927199999292498,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.6,ok,1,2,3,1,0.03109790000053181,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.7,ok,1,2,3,1,0.029739800000243122,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.8,ok,1,2,3,1,0.032562999998845044,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.9,ok,1,2,3,1,0.03171190000102797,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,1e-05,0.99,ok,1,2,3,1,0.032606299999315524,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.1,ok,1,2,3,1,0.03087720000075933,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.2,ok,1,2,3,1,0.03096210000148858,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.3,ok,1,2,3,1,0.029518600000301376,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.4,ok,1,2,3,1,0.029905600000347476,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.5,ok,1,2,3,1,0.03325970000150846,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.6,ok,1,2,3,1,0.032581500001469976,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.7,ok,1,2,3,1,0.03187100000104692,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.8,ok,1,2,3,1,0.03178269999989425,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.9,ok,1,2,3,1,0.03191770000012184,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,5e-05,0.99,ok,1,2,3,1,0.031146799999987707,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.1,ok,1,2,3,1,0.03076390000023821,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.2,ok,1,2,3,1,0.03208679999988817,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.3,ok,1,2,3,1,0.030362800000148127,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.4,ok,1,2,3,1,0.029228499999589985,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.5,ok,1,2,3,1,0.02992140000060317,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.6,ok,1,2,3,1,0.03057720000106201,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.7,ok,1,2,3,1,0.029495000000679283,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.8,ok,1,2,3,1,0.030477399999654153,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.9,ok,1,2,3,1,0.03088670000033744,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0001,0.99,ok,1,2,3,1,0.031064699998751166,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.1,ok,1,2,3,1,0.02958819999912521,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.2,ok,1,2,3,1,0.031106399999771384,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.3,ok,1,2,3,1,0.031737799999973504,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.4,ok,1,2,3,1,0.030641199999081437,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.5,ok,1,2,3,1,0.033281399999395944,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.6,ok,1,2,3,1,0.030926699999326956,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.7,ok,1,2,3,1,0.030438400001003174,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.8,ok,1,2,3,1,0.029891700000007404,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.9,ok,1,2,3,1,0.03078519999871787,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.0005,0.99,ok,1,2,3,1,0.03087299999970128,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.1,ok,1,2,3,1,0.030554300001313095,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.2,ok,1,2,3,1,0.030770199999096803,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.3,ok,1,2,3,1,0.031196300000374322,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.4,ok,1,2,3,1,0.02921500000047672,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.5,ok,1,2,3,1,0.029426400000374997,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.6,ok,1,2,3,1,0.029720599999564,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.7,ok,1,2,3,1,0.02999950000048557,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.8,ok,1,2,3,1,0.02920819999962987,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.9,ok,1,2,3,1,0.031118499999138294,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.001,0.99,ok,1,2,3,1,0.02998440000010305,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.1,ok,1,2,3,1,0.02969450000091456,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.2,ok,1,2,3,1,0.029642900000908412,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.3,ok,1,2,3,1,0.030991899999207817,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.4,ok,1,2,3,1,0.031229899999743793,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.5,ok,1,2,3,1,0.03700079999907757,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.6,ok,1,2,3,1,0.03582060000007914,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.7,ok,1,2,3,1,0.03333040000143228,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.8,ok,1,2,3,1,0.04448520000005374,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.9,ok,1,2,3,1,0.040539499999795225,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.005,0.99,ok,1,2,3,1,0.034751900000628666,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.1,ok,1,2,3,1,0.02986859999873559,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.2,ok,1,2,3,1,0.035550799999327864,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.3,ok,1,2,3,1,0.031067799998709233,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.4,ok,1,2,3,1,0.03257520000079239,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.5,ok,1,2,3,1,0.03192920000037702,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.6,ok,1,2,3,1,0.03136159999849042,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.7,ok,1,2,3,1,0.03095229999962612,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.8,ok,1,2,3,1,0.030476999998427345,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.9,ok,1,2,3,1,0.03034489999845391,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.01,0.99,ok,1,2,3,1,0.029318699998839293,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.1,ok,1,2,3,1,0.029799400001138565,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.2,ok,1,2,3,1,0.02976719999969646,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.3,ok,1,2,3,1,0.029598799999803305,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.4,ok,1,2,3,1,0.029622500000186847,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.5,ok,1,2,3,1,0.030212699999538017,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.6,ok,1,2,3,1,0.03275700000085635,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.7,ok,1,2,3,1,0.03143660000023374,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.8,ok,1,2,3,1,0.0312833000007231,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.9,ok,1,2,3,1,0.031144099999437458,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,NewtonW,0.05,0.99,ok,1,2,3,1,0.030041900001378963,-2339.197224679605,5.17630383001233e-12,
P4_quad_1000_1000,BFGSW,1e-05,0.1,ok,345,2696,2697,0,15.449006599999848,-2339.1971962038033,0.004670979717930734,
P4_quad_1000_1000,BFGSW,1e-05,0.2,ok,345,2696,2697,0,14.882764699999825,-2339.1971962038033,0.004670979717930734,
P4_quad_1000_1000,BFGSW,1e-05,0.3,ok,345,2696,2697,0,15.29438239999945,-2339.1971962038033,0.004670979717930734,
P4_quad_1000_1000,BFGSW,1e-05,0.4,ok,345,2696,2697,0,18.173630400000548,-2339.1971962038033,0.004670979717930734,
P4_quad_1000_1000,BFGSW,1e-05,0.5,ok,345,2696,2697,0,16.470270300000266,-2339.1971962038033,0.004670979717930734,
P4_quad_1000_1000,BFGSW,1e-05,0.6,ok,345,2696,2697,0,16.773034599998937,-2339.1971962038033,0.004670979717930734,
P4_quad_1000_1000,BFGSW,1e-05,0.7,ok,345,2696,2697,0,16.134823099999267,-2339.1971962038033,0.004670979717930734,
P4_quad_1000_1000,BFGSW,1e-05,0.8,ok,345,2696,2697,0,16.120764900000722,-2339.1971962038033,0.004670979717930734,
